value,count
run 232,17
run 233,17
run 234,17
run 235,17
run 236,17
run 237,17
run 238,17
run 239,17
run 240,17
run 241,16
run 242,16
run 243,16
run 244,16
run 245,16
run 246,16
run 247,16
run 248,16
run 249,16
run 250,16
run 251,16
run 252,16
run 253,15
run 254,15
run 255,15
run 256,15
run 257,15
run 258,15
run 259,15
run 260,15
run 261,15
run 262,15
run 263,15
run 264,15
run 265,15
run 266,15
run 267,15
run 268,15
run 269,15
run 270,15
run 271,15
run 272,15
run 273,15
run 274,15
run 275,15
run 276,15
run 277,15
run 278,15
run 279,15
run 280,15
run 281,15
run 282,15
run 283,15
run 284,15
run 285,15
run 286,15
run 287,15
run 288,15
run 289,15
run 290,15
run 291,15
run 292,15
run 293,15
run 294,15
run 295,15
run 296,15
run 297,15
run 298,15
run 299,15
run 300,15
run 301,15
run 302,15
run 303,15
run 304,15
run 305,15
run 306,15
run 307,15
run 308,15
run 309,15
run 310,15
run 311,15
run 312,14
run 313,14
run 314,14
run 315,14
run 316,14
run 317,14
run 318,14
run 319,14
run 320,14
run 321,14
run 322,14
run 323,14
run 324,14
run 325,14
run 326,14
run 327,13
run 328,13
run 329,13
run 330,13
run 331,13
run 332,13
run 333,13
run 334,13
run 335,13
run 336,13
run 337,13
run 338,13
run 339,13
run 340,13
run 341,13
run 342,13
run 343,13
run 344,13
run 345,13
run 346,13
run 347,13
run 348,13
run 349,13
run 350,13
run 351,13
run 352,13
run 353,13
run 354,13
run 355,13
run 356,13
run 357,13
run 358,13
run 359,13
run 360,13
run 361,12
run 362,12
run 363,12
run 364,12
run 365,12
run 366,12
run 367,12
run 368,12
run 369,12
run 370,12
run 371,12
run 372,12
run 373,12
run 374,12
run 375,12
run 376,12
run 377,12
run 378,12
run 379,11
run 380,11
run 381,11
run 382,11
run 383,11
run 384,11
run 385,11
run 386,11
run 387,10
run 388,10
run 389,10
run 390,10
run 391,10
run 392,10
run 393,10
run 394,10
run 395,10
run 396,10
run 397,10
run 398,10
run 399,10
run 400,10
run 401,9
run 402,9
run 403,9
run 404,9
run 405,9
run 406,9
run 407,9
run 408,9
run 409,9
run 410,9
run 411,9
run 412,9
run 413,9
run 414,9
run 415,9
run 416,9
run 417,9
run 418,9
run 419,9
run 420,9
run 421,9
run 422,9
run 423,9
run 424,9
run 425,9
run 426,9
run 427,9
run 428,9
run 429,9
run 430,9
run 431,9
run 432,9
run 433,9
run 434,9
run 435,9
run 436,9
run 437,9
run 438,9
run 439,9
run 440,9
run 441,9
run 442,9
run 443,9
run 444,9
run 445,9
run 446,9
run 447,9
run 448,9
run 449,9
run 450,9
run 451,9
run 452,9
run 453,9
run 454,9
run 455,9
run 456,9
run 457,9
run 458,9
run 459,9
run 460,9
run 461,9
run 462,9
run 463,9
run 464,9
run 465,9
run 466,9
run 467,9
run 468,9
run 469,9
run 470,9
run 471,9
run 472,9
run 473,9
run 474,9
run 475,9
run 476,9
run 477,9
run 478,9
run 479,9
run 480,9
run 481,9
run 482,9
run 483,9
run 484,9
run 485,9
run 486,9
run 487,9
run 488,9
run 489,9
run 490,9
run 491,9
run 492,9
run 493,9
run 494,9
run 495,9
run 496,9
run 497,9
run 498,9
run 499,9
run 500,9
run 501,9
run 502,9
run 503,9
run 504,9
run 505,9
run 506,9
run 507,9
run 508,9
run 509,9
run 510,9
run 511,9
run 512,9
run 513,9
run 514,9
run 515,9
run 516,9
run 517,9
run 518,9
run 519,9
run 520,9
run 521,9
run 522,9
run 523,9
run 524,9
run 525,9
run 526,9
run 527,9
run 528,9
run 529,8
run 530,8
run 531,8
run 532,8
run 543,8
run 544,8
run 545,8
run 546,8
run 547,8
run 548,8
run 549,8
run 550,8
run 551,8
run 552,8
run 553,8
run 554,8
run 555,8
run 556,8
run 557,8
run 558,8
run 559,8
run 560,8
run 561,8
run 562,8
run 563,8
run 564,8
run 565,8
run 566,8
run 567,8
run 568,8
run 569,8
run 570,8
run 574,8
run 575,8
run 576,8
run 577,8
run 578,8
run 579,8
run 580,8
run 581,8
run 582,8
run 583,8
run 584,8
run 585,8
run 586,8
run 587,8
run 588,8
run 589,8
run 590,8
run 591,8
run 592,8
run 593,8
run 594,8
run 595,8
run 596,8
run 597,8
run 598,8
run 599,8
run 600,8
run 601,8
run 602,8
run 603,8
run 604,8
run 605,8
run 606,8
run 607,8
run 533,7
run 534,7
run 535,7
run 536,7
run 537,7
run 538,7
run 539,7
run 540,7
run 541,7
run 542,7
run 571,7
run 572,7
run 573,7
run 608,7
run 609,7
run 610,7
run 611,7
run 612,7
run 613,7
run 614,7
run 615,7
run 616,7
run 617,7
run 618,7
run 619,7
run 620,7
run 621,7
run 622,7
run 623,7
run 624,7
run 625,7
run 626,7
run 627,7
run 628,7
run 629,7
run 630,7
run 631,7
run 632,7
run 633,7
run 634,7
run 635,7
run 636,7
run 637,7
run 638,7
run 639,7
run 640,7
run 641,7
run 642,7
run 643,7
run 644,7
run 645,7
run 646,7
run 647,7
run 648,7
run 649,7
run 650,7
run 651,7
run 652,7
run 653,7
run 654,7
run 655,7
run 656,7
run 657,7
run 658,7
run 659,7
run 660,7
run 661,7
run 662,7
run 663,7
run 664,7
run 665,7
run 666,7
run 667,7
run 668,7
run 669,7
run 670,7
run 671,7
run 672,7
run 673,7
run 674,7
run 675,7
run 676,7
run 677,7
run 678,7
run 679,7
run 680,7
run 681,7
run 682,7
run 683,7
run 684,7
run 685,7
run 686,7
run 687,7
run 688,7
run 689,7
run 690,7
run 691,7
run 692,7
run 693,7
run 694,7
run 695,7
run 696,7
run 697,6
run 698,6
run 699,6
run 700,6
run 701,6
run 702,6
run 703,6
run 704,6
run 705,6
run 706,6
run 707,6
run 708,6
run 709,6
run 710,6
run 711,6
run 712,6
run 713,6
run 714,6
run 715,6
run 716,6
run 717,6
run 718,6
run 719,6
run 720,6
run 721,6
run 722,6
run 723,6
run 724,6
run 725,6
run 726,6
run 727,6
run 728,6
run 729,6
run 730,6
run 731,6
run 732,6
run 733,6
run 734,6
run 735,6
run 736,6
run 737,6
run 738,6
run 739,6
run 740,6
run 741,6
run 742,6
run 743,6
run 744,6
run 745,6
run 746,6
run 747,6
run 748,6
run 749,6
run 750,6
run 751,6
run 752,6
run 753,6
run 754,6
run 755,6
run 756,6
run 757,6
run 758,6
run 759,6
run 760,6
run 761,6
run 762,6
run 763,6
run 764,6
run 765,6
run 766,6
run 767,6
run 768,6
run 769,6
run 770,6
run 771,6
run 772,6
run 773,6
run 774,6
run 775,6
run 776,6
run 777,6
run 778,6
run 779,6
run 780,6
run 781,6
run 782,6
run 783,6
run 784,6
run 785,6
run 786,6
run 787,6
run 788,6
run 789,6
run 790,6
run 791,6
run 792,6
run 793,6
run 794,6
run 795,6
run 796,6
run 797,6
run 798,6
run 799,6
run 800,6
run 801,6
run 802,6
run 803,6
run 804,6
run 805,6
run 806,6
run 807,6
run 808,6
run 809,6
run 810,6
run 811,6
run 812,6
run 813,6
run 814,6
run 815,6
run 816,6
run 817,6
run 818,6
run 819,6
run 820,6
run 821,6
run 822,6
run 823,6
run 824,6
run 825,6
run 826,6
run 827,6
run 828,6
run 829,6
run 830,6
run 831,6
run 832,6
run 833,6
run 834,6
run 835,6
run 836,6
run 837,6
run 838,6
run 839,6
run 840,6
run 841,6
run 842,6
run 843,6
run 844,6
run 845,6
run 846,6
run 847,6
run 848,6
run 849,6
run 850,6
run 851,6
run 852,6
run 853,6
run 854,6
run 855,6
run 856,6
run 857,6
run 858,6
run 859,6
run 860,6
run 861,6
run 862,6
run 863,6
run 864,6
run 865,6
run 866,6
run 867,6
run 868,6
run 869,6
run 870,6
run 871,6
run 872,6
run 873,6
run 874,6
run 875,6
run 876,6
run 877,6
run 878,6
run 879,6
run 880,6
run 881,6
run 882,6
run 883,6
run 884,6
run 885,6
run 886,6
run 887,6
run 888,6
run 889,6
run 890,6
run 891,6
run 892,6
run 893,6
run 894,6
run 895,6
run 896,6
run 897,6
run 898,6
run 899,6
run 900,6
run 901,6
run 902,6
run 903,6
run 904,6
run 905,6
run 906,6
run 907,6
run 908,6
run 909,6
run 910,6
run 911,6
run 912,6
run 913,6
run 914,6
run 915,6
run 916,6
run 917,6
run 918,6
run 919,6
run 920,6
run 921,6
run 922,6
run 923,6
run 924,6
run 925,6
run 926,6
run 927,6
run 928,6
run 929,6
run 930,6
run 931,6
run 932,6
run 933,6
run 934,6
run 935,6
run 936,6
run 937,6
run 938,6
run 939,6
run 940,6
run 941,6
run 942,6
run 943,6
run 944,6
run 945,6
run 946,6
run 947,6
run 948,6
run 949,6
run 950,6
run 951,6
run 952,6
run 953,6
run 954,6
run 955,6
run 956,6
run 957,6
run 958,6
run 959,6
run 960,6
run 961,6
run 962,6
run 963,6
run 964,6
run 965,6
run 966,6
run 967,6
run 968,6
run 969,6
run 970,6
run 971,6
run 972,6
run 973,6
run 974,6
run 975,6
run 976,6
run 977,6
run 978,6
run 979,6
run 980,6
run 981,6
run 982,6
run 983,6
run 984,6
run 985,6
run 986,6
run 987,6
run 988,6
run 989,6
run 990,6
run 991,6
run 992,6
run 993,6
run 994,6
run 995,6
run 996,6
run 997,6
run 998,6
run 999,6
run 1000,6
run 1001,6
run 1002,6
run 1003,6
run 1004,6
run 1005,6
run 1006,6
run 1007,6
run 1008,6
run 1009,5
run 1010,5
run 1011,5
run 1012,5
run 1013,5
run 1014,5
run 1015,5
run 1016,5
run 1017,4
run 1018,4
run 1019,4
run 1020,4
run 1021,4
run 1022,4
run 1023,4
run 1024,4
run 1025,4
run 1026,4
run 1027,4
run 1028,4
run 1029,4
run 1030,4
run 1031,4
run 1032,4
run 1033,4
run 1034,4
run 1035,4
run 1036,4
run 1037,4
run 1038,4
run 1039,4
run 1040,4
run 1041,4
run 1042,4
run 1043,4
run 1044,4
run 1045,4
run 1046,4
run 1047,4
run 1048,4
run 1049,4
run 1050,4
run 1051,4
run 1052,4
run 1053,4
run 1054,4
run 1055,4
run 1056,4
run 1057,4
run 1058,4
run 1059,4
run 1060,4
run 1061,4
run 1062,4
run 1063,4
run 1064,4
run 1065,4
run 1066,4
run 1067,4
run 1068,4
run 1069,4
run 1070,4
run 1071,4
run 1072,4
run 1073,4
run 1074,4
run 1075,4
run 1076,4
run 1077,4
run 1078,4
run 1079,4
run 1080,4
run 1081,4
run 1082,4
run 1083,4
run 1084,4
run 1085,4
run 1086,4
run 1087,4
run 1088,4
run 1089,4
run 1090,4
run 1091,4
run 1092,4
run 1093,4
run 1094,4
run 1095,4
run 1096,4
run 1097,4
run 1098,4
run 1099,4
run 1100,4
run 1101,4
run 1102,4
run 1103,4
run 1104,4
run 1105,4
run 1106,4
run 1107,4
run 1108,4
run 1109,4
run 1110,4
run 1111,4
run 1112,4
run 1113,4
run 1114,4
run 1115,4
run 1116,4
run 1117,4
run 1118,4
run 1119,4
run 1120,4
run 1121,4
run 1122,4
run 1123,4
run 1124,4
run 1125,4
run 1126,4
run 1127,4
run 1128,4
run 1129,4
run 1130,4
run 1131,4
run 1132,4
run 1133,4
run 1134,4
run 1135,4
run 1136,4
run 1137,4
run 1138,4
run 1139,4
run 1140,4
run 1141,4
run 1142,4
run 1143,4
run 1144,4
run 1145,4
run 1146,4
run 1147,4
run 1148,4
run 1149,4
run 1150,4
run 1151,4
run 1152,4
run 1153,4
run 1154,4
run 1155,4
run 1156,4
run 1157,4
run 1158,4
run 1159,4
run 1160,4
run 1161,4
run 1162,4
run 1163,4
run 1164,4
run 1165,4
run 1166,4
run 1167,4
run 1168,4
run 1169,4
run 1170,4
run 1171,4
run 1172,4
run 1173,4
run 1174,4
run 1175,4
run 1176,4
run 1177,4
run 1178,4
run 1179,4
run 1180,4
run 1181,4
run 1182,4
run 1183,4
run 1184,4
run 1185,4
run 1186,4
run 1187,4
run 1188,4
run 1189,4
run 1190,4
run 1191,4
run 1192,4
run 1193,4
run 1194,4
run 1195,4
run 1196,4
run 1197,4
run 1198,4
run 1199,4
run 1200,4
run 1201,4
run 1202,4
run 1203,4
run 1204,4
run 1205,4
run 1206,4
run 1207,4
run 1208,4
run 1209,4
run 1210,4
run 1211,4
run 1212,4
run 1213,4
run 1214,4
run 1215,4
run 1216,4
run 1217,4
run 1218,4
run 1219,4
run 1220,4
run 1221,4
run 1222,4
run 1223,4
run 1224,4
run 1225,4
run 1226,4
run 1227,4
run 1228,4
run 1229,4
run 1230,4
run 1231,4
run 1232,4
run 1233,4
run 1234,4
run 1235,4
run 1236,4
run 1237,4
run 1238,4
run 1239,4
run 1240,4
run 1241,4
run 1242,4
run 1243,4
run 1244,4
run 1245,4
run 1246,4
run 1247,4
run 1248,4
run 1249,4
run 1250,4
run 1251,4
run 1252,4
run 1253,4
run 1254,4
run 1255,4
run 1256,4
run 1257,4
run 1258,4
run 1259,4
run 1260,4
run 1261,4
run 1262,4
run 1263,4
run 1264,4
run 1265,4
run 1266,4
run 1267,4
run 1268,4
run 1269,4
run 1270,4
run 1271,4
run 1272,4
run 1273,4
run 1274,4
run 1275,4
run 1276,4
run 1277,4
run 1278,4
run 1279,4
run 1280,4
run 1281,4
run 1282,4
run 1283,4
run 1284,4
run 1285,4
run 1286,4
run 1287,4
run 1288,4
run 1289,4
run 1290,4
run 1291,4
run 1292,4
run 1293,4
run 1294,4
run 1295,4
run 1296,4
run 1297,4
run 1298,4
run 1299,4
run 1300,4
run 1301,4
run 1302,4
run 1303,4
run 1304,4
run 1305,4
run 1306,4
run 1307,4
run 1308,4
run 1309,4
run 1310,4
run 1311,4
run 1312,4
run 1313,4
run 1314,4
run 1315,4
run 1316,4
run 1317,4
run 1318,4
run 1319,4
run 1320,4
run 1321,4
run 1322,4
run 1323,4
run 1324,4
run 1325,4
run 1326,4
run 1327,4
run 1328,4
run 1329,4
run 1330,4
run 1331,4
run 1332,4
run 1333,4
run 1334,4
run 1335,4
run 1336,4
run 1337,4
run 1338,4
run 1339,4
run 1340,4
run 1341,4
run 1342,4
run 1343,4
run 1344,4
run 1345,4
run 1346,4
run 1347,4
run 1348,4
run 1349,4
run 1350,4
run 1351,4
run 1352,4
run 1353,4
run 1354,4
run 1355,4
run 1356,4
run 1357,4
run 1358,4
run 1359,4
run 1360,4
run 1361,4
run 1362,4
run 1363,4
run 1364,4
run 1365,4
run 1366,4
run 1367,4
run 1368,4
run 1369,4
run 1370,4
run 1371,4
run 1372,4
run 1373,4
run 1374,4
run 1375,4
run 1376,4
run 1377,4
run 1378,4
run 1379,4
run 1380,4
run 1381,4
run 1382,4
run 1383,4
run 1384,4
run 1385,4
run 1386,4
run 1387,4
run 1388,4
run 1389,4
run 1390,4
run 1391,4
run 1392,4
run 1393,4
run 1394,4
run 1395,4
run 1396,4
run 1397,4
run 1398,4
run 1399,4
run 1400,4
run 1401,4
run 1402,4
run 1403,4
run 1404,4
run 1405,4
run 1406,4
run 1407,4
run 1408,4
run 1409,4
run 1410,4
run 1411,4
run 1412,4
run 1413,4
run 1414,4
run 1415,4
run 1416,4
run 1417,4
run 1418,4
run 1419,4
run 1420,4
run 1421,4
run 1422,4
run 1423,4
run 1424,4
run 1425,4
run 1426,4
run 1427,4
run 1428,4
run 1429,4
run 1430,4
run 1431,4
run 1432,4
run 1433,4
run 1434,4
run 1435,4
run 1436,4
run 1437,4
run 1438,4
run 1439,4
run 1440,4
run 1441,4
run 1442,4
run 1443,4
run 1444,4
run 1445,4
run 1446,4
run 1447,4
run 1448,4
run 1449,4
run 1450,4
run 1451,4
run 1452,4
run 1453,4
run 1454,4
run 1455,4
run 1456,4
run 1457,4
run 1458,4
run 1459,4
run 1460,4
run 1461,4
run 1462,4
run 1463,4
run 1464,4
run 1465,4
run 1466,4
run 1467,4
run 1468,4
run 1469,4
run 1470,4
run 1471,4
run 1472,4
run 1473,4
run 1474,4
run 1475,4
run 1476,4
run 1477,4
run 1478,4
run 1479,4
run 1480,4
run 1481,4
run 1482,4
run 1483,4
run 1484,4
run 1485,4
run 1486,4
run 1487,4
run 1488,4
run 1489,4
run 1490,4
run 1491,4
run 1492,4
run 1493,4
run 1494,4
run 1495,4
run 1496,4
run 1497,4
run 1498,4
run 1499,4
run 1500,4
run 1501,4
run 1502,4
run 1503,4
run 1504,4
run 1505,4
run 1506,4
run 1507,4
run 1508,4
run 1509,4
run 1510,4
run 1511,4
run 1512,4
run 1513,4
run 1514,4
run 1515,4
run 1516,4
run 1517,4
run 1518,4
run 1519,4
run 1520,4
run 1522,4
run 1523,4
run 1524,4
run 1525,4
run 1526,4
run 1527,4
run 1528,4
run 1529,4
run 1530,4
run 1531,4
run 1532,4
run 1533,4
run 1534,4
run 1535,4
run 1536,4
run 1537,4
run 1538,4
run 1539,4
run 1540,4
run 1541,4
run 1542,4
run 1543,4
run 1544,4
run 1545,4
run 1546,4
run 1547,4
run 1548,4
run 1549,4
run 1550,4
run 1551,4
run 1552,4
run 1553,4
run 1554,4
run 1555,4
run 1556,4
run 1557,4
run 1558,4
run 1559,4
run 1560,4
run 1521,3
run 1561,3
run 1562,3
run 1563,3
run 1564,3
run 1565,3
run 1566,3
run 1567,3
run 1568,3
run 1569,3
run 1570,3
run 1571,3
run 1572,3
run 1573,3
run 1574,3
run 1575,3
run 1576,3
run 1577,3
run 1578,3
run 1579,3
run 1580,3
run 1581,3
run 1582,3
run 1583,3
run 1584,3
run 1585,3
run 1586,3
run 1587,3
run 1588,3
run 1589,3
run 1590,3
run 1591,3
run 1592,3
run 1593,3
run 1594,3
run 1595,3
run 1596,3
run 1597,3
run 1598,3
run 1599,3
run 1600,3
run 1601,3
run 1602,3
run 1603,3
run 1604,3
run 1605,3
run 1606,3
run 1607,3
run 1608,3
run 1609,3
run 1610,3
run 1611,3
run 1612,3
run 1613,3
run 1614,3
run 1615,3
run 1616,3
run 1617,3
run 1618,3
run 1619,3
run 1620,3
run 1621,3
run 1622,3
run 1623,3
run 1624,3
run 1625,3
run 1626,3
run 1627,3
run 1628,3
run 1629,3
run 1630,3
run 1631,3
run 1632,3
run 1633,3
run 1634,3
run 1635,3
run 1636,3
run 1637,3
run 1638,3
run 1639,3
run 1640,3
run 1641,3
run 1642,3
run 1643,3
run 1644,3
run 1645,3
run 1646,3
run 1647,3
run 1648,3
run 1649,3
run 1650,3
run 1651,3
run 1652,3
run 1653,3
run 1654,3
run 1655,3
run 1656,3
run 1657,3
run 1658,3
run 1659,3
run 1660,3
run 1661,3
run 1662,3
run 1663,3
run 1664,3
run 1665,3
run 1666,3
run 1667,3
run 1668,3
run 1669,3
run 1670,3
run 1671,3
run 1672,3
run 1673,3
run 1674,3
run 1675,3
run 1676,3
run 1677,3
run 1678,3
run 1679,3
run 1680,3
run 1681,3
run 1682,3
run 1683,3
run 1684,3
run 1685,3
run 1686,3
run 1687,3
run 1688,3
Run 1,3
Run 2,3
Run 3,3
Run 4,3
Run 5,3
Run 6,3
Run 7,3
Run 8,3
run 1689,2
run 1690,2
run 1691,2
run 1692,2
run 1693,2
run 1694,2
run 1695,2
run 1696,2
run 1697,2
run 1698,2
run 1699,2
run 1700,2
run 1701,2
run 1702,2
run 1703,2
run 1704,2
run 1705,2
run 1706,2
run 1707,2
run 1708,2
run 1709,2
run 1710,2
run 1711,2
run 1712,2
run 1713,2
run 1714,2
run 1715,2
run 1716,2
run 1717,2
run 1718,2
run 1719,2
run 1720,2
run 1721,2
run 1722,2
run 1723,2
run 1724,2
run 1725,2
run 1726,2
run 1727,2
run 1728,2
run 1729,2
run 1730,2
run 1731,2
run 1732,2
run 1733,2
run 1734,2
run 1735,2
run 1736,2
run 1737,2
run 1738,2
run 1739,2
run 1740,2
run 1741,2
run 1742,2
run 1743,2
run 1744,2
run 1745,2
run 1746,2
run 1747,2
run 1748,2
run 1749,2
run 1750,2
run 1751,2
run 1752,2
run 1753,2
run 1754,2
run 1755,2
run 1756,2
run 1757,2
run 1758,2
run 1759,2
run 1760,2
run 1761,2
run 1762,2
run 1763,2
run 1764,2
run 1765,2
run 1766,2
run 1767,2
run 1768,2
run 1769,2
run 1770,2
run 1771,2
run 1772,2
run 1773,2
run 1774,2
run 1775,2
run 1776,2
run 1777,2
run 1778,2
run 1779,2
run 1780,2
run 1781,2
run 1782,2
run 1783,2
run 1784,2
run 1785,2
run 1786,2
run 1787,2
run 1788,2
run 1789,2
run 1790,2
run 1791,2
run 1792,2
run 1793,2
run 1794,2
run 1795,2
run 1796,2
run 1797,2
run 1798,2
run 1799,2
run 1800,2
Run 9,2
Run 17,2
Run 18,2
Run 19,2
Run 10,2
Run 11,2
Run 12,2
Run 13,2
run 1801,1
run 1802,1
run 1803,1
run 1804,1
run 1805,1
run 1806,1
run 1807,1
run 1808,1
run 1809,1
run 1810,1
run 1811,1
run 1812,1
run 1813,1
run 1814,1
run 1815,1
run 1816,1
run 1817,1
run 1818,1
run 1819,1
run 1820,1
run 1821,1
run 1822,1
run 1823,1
run 1824,1
run 1825,1
run 1826,1
run 1827,1
run 1828,1
run 1829,1
run 1830,1
run 1831,1
run 1832,1
run 1833,1
run 1834,1
run 1835,1
run 1836,1
run 1837,1
run 1838,1
run 1839,1
run 1840,1
run 1841,1
run 1842,1
run 1843,1
run 1844,1
run 1845,1
run 1846,1
run 1847,1
run 1848,1
run 1849,1
run 1850,1
run 1851,1
run 1852,1
run 1853,1
run 1854,1
run 1855,1
run 1856,1
run 1857,1
run 1858,1
run 1859,1
run 1860,1
run 1861,1
run 1862,1
run 1863,1
run 1864,1
run 1865,1
run 1866,1
run 1867,1
run 1868,1
run 1869,1
run 1870,1
run 1871,1
run 1872,1
run 1873,1
run 1874,1
run 1875,1
run 1876,1
run 1877,1
run 1878,1
run 1879,1
run 1880,1
run 1881,1
run 1882,1
run 1883,1
run 1884,1
run 1885,1
run 1886,1
run 1887,1
run 1888,1
run 1889,1
run 1890,1
run 1891,1
run 1892,1
run 1893,1
run 1894,1
run 1895,1
run 1896,1
run 1897,1
run 1898,1
run 1899,1
run 1900,1
run 1901,1
run 1902,1
run 1903,1
run 1904,1
run 1905,1
run 1906,1
run 1907,1
run 1908,1
run 1909,1
run 1910,1
run 1911,1
run 1912,1
run 1913,1
run 1914,1
run 1915,1
run 1916,1
run 1917,1
run 1918,1
run 1919,1
run 1920,1
run 1921,1
run 1922,1
run 1923,1
run 1924,1
run 1925,1
run 1926,1
run 1927,1
run 1928,1
run 1929,1
run 1930,1
run 1931,1
run 1932,1
run 1933,1
run 1934,1
run 1935,1
run 1936,1
run 1937,1
run 1938,1
run 1939,1
run 1940,1
run 1941,1
run 1942,1
run 1943,1
run 1944,1
run 1945,1
run 1946,1
run 1947,1
run 1948,1
run 1949,1
run 1950,1
run 1951,1
run 1952,1
run 1953,1
run 1954,1
run 1955,1
run 1956,1
run 1957,1
run 1958,1
run 1959,1
run 1960,1
run 1961,1
run 1962,1
run 1963,1
run 1964,1
run 1965,1
run 1966,1
run 1967,1
run 1968,1
run 1969,1
run 1970,1
run 1971,1
run 1972,1
run 1973,1
run 1974,1
run 1975,1
run 1976,1
run 1977,1
run 1978,1
run 1979,1
run 1980,1
run 1981,1
run 1982,1
run 1983,1
run 1984,1
run 1985,1
run 1986,1
run 1987,1
run 1988,1
run 1989,1
run 1990,1
run 1991,1
run 1992,1
run 1993,1
run 1994,1
run 1995,1
run 1996,1
run 1997,1
run 1998,1
run 1999,1
run 2000,1
run 2001,1
run 2002,1
run 2003,1
run 2004,1
run 2005,1
run 2006,1
run 2007,1
run 2008,1
run 2009,1
run 2010,1
run 2011,1
run 2012,1
run 2013,1
run 2014,1
run 2015,1
run 2016,1
run 2017,1
run 2018,1
run 2019,1
run 2020,1
run 2021,1
run 2022,1
run 2023,1
run 2024,1
run 2025,1
run 2026,1
run 2027,1
run 2028,1
run 2029,1
run 2030,1
run 2031,1
run 2032,1
run 2033,1
run 2034,1
run 2035,1
run 2036,1
run 2037,1
run 2038,1
run 2039,1
run 2040,1
run 2041,1
run 2042,1
run 2043,1
run 2044,1
run 2045,1
run 2046,1
run 2047,1
run 2048,1
run 2049,1
run 2050,1
run 2051,1
run 2052,1
run 2053,1
run 2054,1
run 2055,1
run 2056,1
run 2057,1
run 2058,1
run 2059,1
run 2060,1
run 2061,1
run 2062,1
run 2063,1
run 2064,1
run 2065,1
run 2066,1
run 2067,1
run 2068,1
run 2069,1
run 2070,1
run 2071,1
run 2072,1
run 2073,1
run 2074,1
run 2075,1
run 2076,1
run 2077,1
run 2078,1
run 2079,1
run 2080,1
run 2081,1
run 2082,1
run 2083,1
run 2084,1
run 2085,1
run 2086,1
run 2087,1
run 2088,1
run 2089,1
run 2090,1
run 2091,1
run 2092,1
run 2093,1
run 2094,1
run 2095,1
run 2096,1
run 2097,1
run 2098,1
run 2099,1
run 2100,1
run 2101,1
run 2102,1
run 2103,1
run 2104,1
run 2105,1
run 2106,1
run 2107,1
run 2108,1
run 2109,1
run 2110,1
run 2111,1
run 2112,1
run 2113,1
run 2114,1
run 2115,1
run 2116,1
run 2117,1
run 2118,1
run 2119,1
run 2120,1
run 2121,1
run 2122,1
run 2123,1
run 2124,1
run 2125,1
