value,count
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:67,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:68,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:69,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:70,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:71,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:72,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:73,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:74,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:75,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:76,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:77,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:78,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:79,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:80,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:81,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:82,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:84,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:85,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:86,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:87,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:88,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:89,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:90,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:91,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:92,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:93,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:94,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:95,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:96,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:97,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:98,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:99,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:100,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:101,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:102,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:103,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:104,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:105,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:106,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:107,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:108,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:109,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:110,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:111,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:112,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:113,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:114,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:115,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:116,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:117,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:118,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:119,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:120,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:121,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:122,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:123,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:124,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:125,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:126,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:127,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:128,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:129,3
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:130,3
NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable,2
NT=Carbamyl;PP=Peptide N-term;AC=UNIMOD:5;MT=Variable,2
NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:2,2
NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:3,2
NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:4,2
NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:5,2
NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:6,2
"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21",2
NT=Acetyl; MT=Fixed; PP=Protein N-term;AC=UNIMOD:1,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:131,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:132,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:133,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:134,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:135,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:136,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:137,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:138,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:139,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:140,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:141,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:142,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:143,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:144,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:145,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:146,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:147,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:148,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:149,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:150,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:151,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:152,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:153,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:154,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:155,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:156,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:157,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:158,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:159,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:160,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:161,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:162,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:163,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:164,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:165,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:166,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:167,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:168,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:169,2
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:170,2
"NT=Phospho;MT=Variable;TA=S,T;AC=UNIMOD:21",1
NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable,1
NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28,1
"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable",1
NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable,1
NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable,1
not aplicable,1
NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed,1
NT=Acetyl;TA=M;AC=UNIMOD:1;MT=Variable,1
NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:7,1
NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:8,1
NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:9,1
"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable",1
NT=Deamidated;AC=Unimod:7;MT=Variable;PP=Anywhere;TA=N,1
NT=Gln->pyro-Glu;AC=UNIMOD:28;MT=Variable,1
NT=Acetyl;AC=UNIMOD:1; MT=variable; PP=Any N-term,1
NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:171,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:172,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:173,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:174,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:175,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:176,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:177,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:178,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:179,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:180,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:181,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:182,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:183,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:184,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:185,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:186,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:187,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:188,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:189,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:190,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:191,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:192,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:193,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:194,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:195,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:196,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:197,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:198,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:199,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:200,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:201,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:202,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:203,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:204,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:205,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:206,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:207,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:208,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:209,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:210,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:211,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:212,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:213,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:214,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:215,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:216,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:217,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:218,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:219,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:220,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:221,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:222,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:223,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:224,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:225,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:226,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:227,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:228,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:229,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:230,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:231,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:232,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:233,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:234,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:235,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:236,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:237,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:238,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:239,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:240,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:241,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:242,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:243,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:244,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:245,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:246,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:247,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:248,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:249,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:250,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:251,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:252,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:253,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:254,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:255,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:256,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:257,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:258,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:259,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:260,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:261,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:262,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:263,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:264,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:265,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:266,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:267,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:268,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:269,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:270,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:271,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:272,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:273,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:274,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:275,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:276,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:277,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:278,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:279,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:280,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:281,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:282,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:283,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:284,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:285,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:286,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:287,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:288,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:289,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:290,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:291,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:292,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:293,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:294,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:295,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:296,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:297,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:298,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:299,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:300,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:301,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:302,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:303,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:304,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:305,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:306,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:307,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:308,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:309,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:310,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:311,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:312,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:313,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:314,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:315,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:316,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:317,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:318,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:319,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:320,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:321,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:322,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:323,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:324,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:325,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:326,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:327,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:328,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:329,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:330,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:331,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:332,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:333,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:334,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:335,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:336,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:337,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:338,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:339,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:340,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:341,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:342,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:343,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:344,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:345,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:346,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:347,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:348,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:349,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:350,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:351,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:352,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:353,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:354,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:355,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:356,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:357,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:358,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:359,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:360,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:361,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:362,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:363,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:364,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:365,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:366,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:367,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:368,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:369,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:370,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:371,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:372,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:373,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:374,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:375,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:376,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:377,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:378,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:379,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:380,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:381,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:382,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:383,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:384,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:385,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:386,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:387,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:388,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:389,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:390,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:391,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:392,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:393,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:394,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:395,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:396,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:397,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:398,1
NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:399,1
