value,count
sample 6 endothelial cells in monoculture,1
sample 7 endothelial cells in monoculture,1
sample 5 cancer cells in co-culture,1
sample 6 cancer cells in co-culture,1
sample 7 cancer cells in co-culture,1
sample 8 cancer cells in co-culture,1
sample 8 cancer cells in monoculture,1
sample 8 endothelial cells in co-culture,1
sample 9 endothelial cells in co-culture,1
sample 9 endothelial cells in monoculture,1
sample 9 cancer cells in co-culture,1
AJ_CTRL_Heart_Cyto_d00,1
AJ_ISO_Heart_Cyto_d01,1
BALB_CTRL_Heart_Cyto_d00,1
AJ_CTRL_Heart_Cyto_d01,1
BALB_CTRL_Heart_Cyto_d01,1
AJ_ISO_Heart_Cyto_d03,1
BALB_CTRL_Heart_Cyto_d03,1
AJ_ISO_Heart_Cyto_d05,1
BALB_CTRL_Heart_Cyto_d05,1
AJ_CTRL_Heart_Cyto_d03,1
AJ_ISO_Heart_Cyto_d07,1
BALB_CTRL_Heart_Cyto_d07,1
AJ_ISO_Heart_Cyto_d10,1
BALB_CTRL_Heart_Cyto_d10,1
AJ_CTRL_Heart_Cyto_d05,1
AJ_ISO_Heart_Cyto_d14,1
BALB_CTRL_Heart_Cyto_d14,1
AJ_CTRL_Heart_Cyto_d07,1
BALB_ISO_Heart_Cyto_d01,1
BALB_ISO_Heart_Cyto_d03,1
BALB_ISO_Heart_Cyto_d05,1
BALB_ISO_Heart_Cyto_d07,1
BALB_ISO_Heart_Cyto_d10,1
BALB_ISO_Heart_Cyto_d14,1
C57_CTRL_Heart_Cyto_d00,1
C57_CTRL_Heart_Cyto_d01,1
C57_CTRL_Heart_Cyto_d03,1
C57_CTRL_Heart_Cyto_d05,1
C57_CTRL_Heart_Cyto_d07,1
C57_CTRL_Heart_Cyto_d10,1
C57_CTRL_Heart_Cyto_d14,1
C57_ISO_Heart_Cyto_d01,1
C57_ISO_Heart_Cyto_d03,1
C57_ISO_Heart_Cyto_d05,1
C57_ISO_Heart_Cyto_d07,1
C57_ISO_Heart_Cyto_d10,1
C57_ISO_Heart_Cyto_d14,1
CEJ_CTRL_Heart_Cyto_d00,1
CEJ_CTRL_Heart_Cyto_d01,1
CEJ_CTRL_Heart_Cyto_d03,1
CEJ_CTRL_Heart_Cyto_d05,1
CEJ_CTRL_Heart_Cyto_d07,1
CEJ_CTRL_Heart_Cyto_d10,1
CEJ_CTRL_Heart_Cyto_d14,1
CEJ_ISO_Heart_Cyto_d01,1
CEJ_ISO_Heart_Cyto_d03,1
CEJ_ISO_Heart_Cyto_d05,1
CEJ_ISO_Heart_Cyto_d07,1
CEJ_ISO_Heart_Cyto_d10,1
CEJ_ISO_Heart_Cyto_d14,1
DBA_CTRL_Heart_Cyto_d00,1
DBA_CTRL_Heart_Cyto_d01,1
DBA_CTRL_Heart_Cyto_d03,1
DBA_CTRL_Heart_Cyto_d05,1
DBA_CTRL_Heart_Cyto_d07,1
DBA_CTRL_Heart_Cyto_d10,1
DBA_CTRL_Heart_Cyto_d14,1
DBA_ISO_Heart_Cyto_d01,1
DBA_ISO_Heart_Cyto_d03,1
DBA_ISO_Heart_Cyto_d05,1
DBA_ISO_Heart_Cyto_d07,1
DBA_ISO_Heart_Cyto_d10,1
DBA_ISO_Heart_Cyto_d14,1
FVB_CTRL_Heart_Cyto_d00,1
FVB_CTRL_Heart_Cyto_d01,1
FVB_CTRL_Heart_Cyto_d02,1
FVB_CTRL_Heart_Cyto_d03,1
FVB_CTRL_Heart_Cyto_d05,1
FVB_CTRL_Heart_Cyto_d07,1
FVB_CTRL_Heart_Cyto_d10,1
FVB_CTRL_Heart_Cyto_d14,1
FVB_ISO_Heart_Cyto_d01,1
FVB_ISO_Heart_Cyto_d03,1
FVB_ISO_Heart_Cyto_d05,1
FVB_ISO_Heart_Cyto_d07,1
FVB_ISO_Heart_Cyto_d10,1
FVB_ISO_Heart_Cyto_d14,1
AJ_CTRL_Heart_Cyto_d10,1
AJ_CTRL_Heart_Cyto_d14,1
AJ_CTRL_Heart_Mito_d00,1
AJ_ISO_Heart_Mito_d01,1
AJ_CTRL_Heart_Mito_d01,1
AJ_ISO_Heart_Mito_d03,1
AJ_CTRL_Heart_Mito_d03,1
AJ_ISO_Heart_Mito_d05,1
AJ_CTRL_Heart_Mito_d05,1
AJ_ISO_Heart_Mito_d07,1
AJ_CTRL_Heart_Mito_d07,1
AJ_ISO_Heart_Mito_d10,1
AJ_CTRL_Heart_Mito_d10,1
AJ_ISO_Heart_Mito_d14,1
AJ_CTRL_Heart_Mito_d14,1
BALB_CTRL_Heart_Mito_d00,1
BALB_CTRL_Heart_Mito_d01,1
BALB_CTRL_Heart_Mito_d03,1
BALB_CTRL_Heart_Mito_d05,1
BALB_CTRL_Heart_Mito_d07,1
BALB_CTRL_Heart_Mito_d10,1
BALB_CTRL_Heart_Mito_d14,1
BALB_ISO_Heart_Mito_d01,1
BALB_ISO_Heart_Mito_d03,1
BALB_ISO_Heart_Mito_d05,1
BALB_ISO_Heart_Mito_d07,1
BALB_ISO_Heart_Mito_d10,1
BALB_ISO_Heart_Mito_d14,1
C57_CTRL_Heart_Mito_d00,1
C57_CTRL_Heart_Mito_d01,1
C57_CTRL_Heart_Mito_d03,1
C57_CTRL_Heart_Mito_d05,1
C57_CTRL_Heart_Mito_d07,1
C57_CTRL_Heart_Mito_d10,1
C57_CTRL_Heart_Mito_d14,1
C57_ISO_Heart_Mito_d01,1
C57_ISO_Heart_Mito_d03,1
C57_ISO_Heart_Mito_d05,1
C57_ISO_Heart_Mito_d07,1
C57_ISO_Heart_Mito_d10,1
C57_ISO_Heart_Mito_d14,1
CEJ_CTRL_Heart_Mito_d00,1
CEJ_CTRL_Heart_Mito_d01,1
CEJ_CTRL_Heart_Mito_d03,1
CEJ_CTRL_Heart_Mito_d05,1
CEJ_CTRL_Heart_Mito_d07,1
CEJ_CTRL_Heart_Mito_d10,1
CEJ_CTRL_Heart_Mito_d14,1
CEJ_ISO_Heart_Mito_d01,1
CEJ_ISO_Heart_Mito_d03,1
DBA_CTRL_Heart_Mito_d00,1
DBA_CTRL_Heart_Mito_d01,1
DBA_CTRL_Heart_Mito_d03,1
DBA_CTRL_Heart_Mito_d05,1
DBA_CTRL_Heart_Mito_d07,1
DBA_CTRL_Heart_Mito_d10,1
DBA_CTRL_Heart_Mito_d14,1
DBA_ISO_Heart_Mito_d01,1
DBA_ISO_Heart_Mito_d03,1
DBA_ISO_Heart_Mito_d05,1
DBA_ISO_Heart_Mito_d07,1
DBA_ISO_Heart_Mito_d10,1
DBA_ISO_Heart_Mito_d14,1
FVB_CTRL_Heart_Mito_d00,1
FVB_CTRL_Heart_Mito_d01,1
FVB_CTRL_Heart_Mito_d03,1
FVB_CTRL_Heart_Mito_d05,1
FVB_CTRL_Heart_Mito_d07,1
FVB_CTRL_Heart_Mito_d10,1
FVB_CTRL_Heart_Mito_d14,1
FVB_ISO_Heart_Mito_d01,1
FVB_ISO_Heart_Mito_d03,1
FVB_ISO_Heart_Mito_d05,1
FVB_ISO_Heart_Mito_d07,1
FVB_ISO_Heart_Mito_d10,1
FVB_ISO_Heart_Mito_d14,1
CEJ_ISO_Heart_Mito_d05,1
CEJ_ISO_Heart_Mito_d07,1
CEJ_ISO_Heart_Mito_d10,1
CEJ_ISO_Heart_Mito_d14,1
AJ_CTRL_Heart_Nucl_d00,1
AJ_CTRL_Heart_Nucl_d01,1
AJ_CTRL_Heart_Nucl_d03,1
AJ_CTRL_Heart_Nucl_d05,1
AJ_CTRL_Heart_Nucl_d07,1
AJ_CTRL_Heart_Nucl_d10,1
AJ_ISO_Heart_Nucl_d01,1
AJ_CTRL_Heart_Nucl_d14,1
AJ_ISO_Heart_Nucl_d03,1
AJ_ISO_Heart_Nucl_d05,1
AJ_ISO_Heart_Nucl_d07,1
AJ_ISO_Heart_Nucl_d10,1
AJ_ISO_Heart_Nucl_d14,1
BALB_CTRL_Heart_Nucl_d00,1
BALB_CTRL_Heart_Nucl_d01,1
BALB_CTRL_Heart_Nucl_d03,1
BALB_CTRL_Heart_Nucl_d05,1
BALB_CTRL_Heart_Nucl_d07,1
BALB_CTRL_Heart_Nucl_d10,1
BALB_CTRL_Heart_Nucl_d14,1
BALB_ISO_Heart_Nucl_d01,1
BALB_ISO_Heart_Nucl_d03,1
BALB_ISO_Heart_Nucl_d03a,1
BALB_ISO_Heart_Nucl_d05,1
BALB_ISO_Heart_Nucl_d07,1
BALB_ISO_Heart_Nucl_d10,1
BALB_ISO_Heart_Nucl_d14,1
C57_CTRL_Heart_Nucl_d00,1
C57_CTRL_Heart_Nucl_d01,1
C57_CTRL_Heart_Nucl_d03,1
C57_CTRL_Heart_Nucl_d05,1
C57_CTRL_Heart_Nucl_d07,1
C57_CTRL_Heart_Nucl_d10,1
C57_CTRL_Heart_Nucl_d14,1
C57_ISO_Heart_Nucl_d01,1
C57_ISO_Heart_Nucl_d03,1
C57_ISO_Heart_Nucl_d05,1
C57_ISO_Heart_Nucl_d07,1
C57_ISO_Heart_Nucl_d10,1
C57_ISO_Heart_Nucl_d14,1
CEJ_CTRL_Heart_Nucl_d00,1
CEJ_CTRL_Heart_Nucl_d01,1
CEJ_CTRL_Heart_Nucl_d03,1
CEJ_CTRL_Heart_Nucl_d05,1
CEJ_CTRL_Heart_Nucl_d07,1
CEJ_CTRL_Heart_Nucl_d10,1
CEJ_CTRL_Heart_Nucl_d14,1
CEJ_ISO_Heart_Nucl_d01,1
CEJ_ISO_Heart_Nucl_d03,1
CEJ_ISO_Heart_Nucl_d05,1
CEJ_ISO_Heart_Nucl_d07,1
CEJ_ISO_Heart_Nucl_d10,1
CEJ_ISO_Heart_Nucl_d14,1
DBA_CTRL_Heart_Nucl_d00,1
DBA_CTRL_Heart_Nucl_d01,1
DBA_CTRL_Heart_Nucl_d03,1
DBA_CTRL_Heart_Nucl_d05,1
DBA_CTRL_Heart_Nucl_d07,1
DBA_CTRL_Heart_Nucl_d10,1
DBA_CTRL_Heart_Nucl_d14,1
DBA_ISO_Heart_Nucl_d01,1
DBA_ISO_Heart_Nucl_d03,1
DBA_ISO_Heart_Nucl_d05,1
DBA_ISO_Heart_Nucl_d07,1
DBA_ISO_Heart_Nucl_d10,1
DBA_ISO_Heart_Nucl_d14,1
FVB_CTRL_Heart_Nucl_d00,1
FVB_CTRL_Heart_Nucl_d01,1
FVB_CTRL_Heart_Nucl_d03,1
FVB_CTRL_Heart_Nucl_d05,1
FVB_CTRL_Heart_Nucl_d07,1
FVB_CTRL_Heart_Nucl_d10,1
FVB_CTRL_Heart_Nucl_d14,1
FVB_ISO_Heart_Nucl_d01,1
FVB_ISO_Heart_Nucl_d03,1
FVB_ISO_Heart_Nucl_d05,1
FVB_ISO_Heart_Nucl_d07,1
FVB_ISO_Heart_Nucl_d10,1
FVB_ISO_Heart_Nucl_d14,1
PXD003028-Sample-1,1
PXD003028-Sample-2,1
PXD003028-Sample-3,1
PXD003028-Sample-4,1
PXD003028-Sample-5,1
PXD003028-Sample-6,1
PXD003028-Sample-7,1
PXD003028-Sample-8,1
PXD003028-Sample-9,1
PXD003028-Sample-10,1
PXD003028-Sample-11,1
PXD003028-Sample-12,1
PXD003028-Sample-13,1
PXD003028-Sample-14,1
PXD003028-Sample-15,1
PXD003028-Sample-16,1
PXD003028-Sample-17,1
PXD003028-Sample-18,1
PXD003028-Sample-19,1
PXD003028-Sample-20,1
PXD003028-Sample-21,1
PXD003028-Sample-22,1
PXD003028-Sample-23,1
PXD003028-Sample-24,1
PXD003028-Sample-25,1
PXD003028-Sample-26,1
PXD003028-Sample-27,1
PXD003028-Sample-28,1
PXD003028-Sample-29,1
PXD003028-Sample-30,1
PXD003028-Sample-31,1
PXD003028-Sample-32,1
PXD003028-Sample-33,1
1 plasma at -8 weeks,1
1 plasma at 0 weeks,1
1 plasma at 4 weeks,1
1 plasma at 13 weeks,1
1 plasma at 26 weeks,1
1 plasma at 39 weeks,1
1 plasma at 52 weeks,1
2 plasma at -8 weeks,1
2 plasma at 0 weeks,1
2 plasma at 4 weeks,1
2 plasma at 13 weeks,1
2 plasma at 26 weeks,1
2 plasma at 39 weeks,1
2 plasma at 52 weeks,1
3 plasma at -8 weeks,1
3 plasma at 0 weeks,1
3 plasma at 4 weeks,1
3 plasma at 13 weeks,1
3 plasma at 26 weeks,1
3 plasma at 39 weeks,1
3 plasma at 52 weeks,1
5 plasma at -8 weeks,1
5 plasma at 0 weeks,1
5 plasma at 4 weeks,1
5 plasma at 13 weeks,1
5 plasma at 26 weeks,1
5 plasma at 39 weeks,1
5 plasma at 52 weeks,1
6 plasma at -8 weeks,1
6 plasma at 0 weeks,1
6 plasma at 4 weeks,1
6 plasma at 13 weeks,1
6 plasma at 26 weeks,1
6 plasma at 39 weeks,1
6 plasma at 52 weeks,1
7 plasma at -8 weeks,1
7 plasma at 0 weeks,1
7 plasma at 4 weeks,1
7 plasma at 13 weeks,1
7 plasma at 26 weeks,1
7 plasma at 39 weeks,1
7 plasma at 52 weeks,1
8 plasma at -8 weeks,1
8 plasma at 0 weeks,1
8 plasma at 4 weeks,1
8 plasma at 13 weeks,1
8 plasma at 26 weeks,1
8 plasma at 39 weeks,1
8 plasma at 52 weeks,1
9 plasma at -8 weeks,1
9 plasma at 0 weeks,1
9 plasma at 4 weeks,1
9 plasma at 13 weeks,1
9 plasma at 26 weeks,1
9 plasma at 39 weeks,1
9 plasma at 52 weeks,1
10 plasma at -8 weeks,1
10 plasma at 0 weeks,1
10 plasma at 4 weeks,1
10 plasma at 13 weeks,1
10 plasma at 26 weeks,1
10 plasma at 39 weeks,1
10 plasma at 52 weeks,1
11 plasma at -8 weeks,1
11 plasma at 0 weeks,1
11 plasma at 4 weeks,1
11 plasma at 13 weeks,1
11 plasma at 26 weeks,1
11 plasma at 39 weeks,1
11 plasma at 52 weeks,1
12 plasma at -8 weeks,1
12 plasma at 0 weeks,1
12 plasma at 13 weeks,1
12 plasma at 26 weeks,1
12 plasma at 39 weeks,1
12 plasma at 52 weeks,1
12 plasma at 4 weeks,1
14 plasma at -8 weeks,1
14 plasma at 0 weeks,1
14 plasma at 4 weeks,1
14 plasma at 13 weeks,1
14 plasma at 26 weeks,1
14 plasma at 39 weeks,1
14 plasma at 52 weeks,1
15 plasma at -8 weeks,1
15 plasma at 0 weeks,1
15 plasma at 4 weeks,1
15 plasma at 13 weeks,1
15 plasma at 26 weeks,1
15 plasma at 39 weeks,1
15 plasma at 52 weeks,1
16 plasma at -8 weeks,1
16 plasma at 0 weeks,1
16 plasma at 4 weeks,1
16 plasma at 13 weeks,1
16 plasma at 26 weeks,1
16 plasma at 39 weeks,1
16 plasma at 52 weeks,1
17 plasma at -8 weeks,1
17 plasma at 0 weeks,1
17 plasma at 4 weeks,1
17 plasma at 13 weeks,1
17 plasma at 26 weeks,1
17 plasma at 39 weeks,1
17 plasma at 52 weeks,1
19 plasma at -8 weeks,1
19 plasma at 0 weeks,1
19 plasma at 4 weeks,1
19 plasma at 13 weeks,1
19 plasma at 26 weeks,1
19 plasma at 39 weeks,1
19 plasma at 52 weeks,1
20 plasma at -8 weeks,1
20 plasma at 0 weeks,1
20 plasma at 4 weeks,1
20 plasma at 13 weeks,1
20 plasma at 26 weeks,1
20 plasma at 39 weeks,1
20 plasma at 52 weeks,1
21 plasma at -8 weeks,1
21 plasma at 0 weeks,1
21 plasma at 4 weeks,1
21 plasma at 13 weeks,1
21 plasma at 26 weeks,1
21 plasma at 39 weeks,1
21 plasma at 52 weeks,1
22 plasma at -8 weeks,1
22 plasma at 0 weeks,1
22 plasma at 4 weeks,1
22 plasma at 13 weeks,1
22 plasma at 26 weeks,1
22 plasma at 39 weeks,1
22 plasma at 52 weeks,1
23 plasma at -8 weeks,1
23 plasma at 0 weeks,1
23 plasma at 4 weeks,1
23 plasma at 13 weeks,1
23 plasma at 26 weeks,1
23 plasma at 39 weeks,1
23 plasma at 52 weeks,1
24 plasma at -8 weeks,1
24 plasma at 0 weeks,1
25 plasma at 0 weeks,1
25 plasma at 4 weeks,1
25 plasma at 26 weeks,1
25 plasma at 39 weeks,1
25 plasma at 52 weeks,1
25 plasma at -8 weeks,1
25 plasma at 13 weeks,1
26 plasma at -8 weeks,1
26 plasma at 0 weeks,1
26 plasma at 4 weeks,1
26 plasma at 13 weeks,1
26 plasma at 39 weeks,1
26 plasma at 52 weeks,1
26 plasma at 26 weeks,1
27 plasma at -8 weeks,1
27 plasma at 0 weeks,1
27 plasma at 4 weeks,1
27 plasma at 13 weeks,1
27 plasma at 26 weeks,1
27 plasma at 39 weeks,1
27 plasma at 52 weeks,1
28 plasma at -8 weeks,1
28 plasma at 0 weeks,1
28 plasma at 4 weeks,1
28 plasma at 13 weeks,1
28 plasma at 26 weeks,1
28 plasma at 39 weeks,1
28 plasma at 52 weeks,1
29 plasma at -8 weeks,1
29 plasma at 0 weeks,1
29 plasma at 4 weeks,1
29 plasma at 13 weeks,1
29 plasma at 26 weeks,1
29 plasma at 39 weeks,1
29 plasma at 52 weeks,1
30 plasma at -8 weeks,1
30 plasma at 0 weeks,1
30 plasma at 4 weeks,1
30 plasma at 13 weeks,1
30 plasma at 26 weeks,1
30 plasma at 39 weeks,1
30 plasma at 52 weeks,1
31 plasma at -8 weeks,1
31 plasma at 0 weeks,1
33 plasma at -8 weeks,1
33 plasma at 0 weeks,1
34 plasma at -8 weeks,1
34 plasma at 0 weeks,1
34 plasma at 4 weeks,1
34 plasma at 13 weeks,1
34 plasma at 26 weeks,1
34 plasma at 39 weeks,1
34 plasma at 52 weeks,1
35 plasma at -8 weeks,1
35 plasma at 0 weeks,1
36 plasma at -8 weeks,1
36 plasma at 0 weeks,1
36 plasma at 4 weeks,1
36 plasma at 13 weeks,1
36 plasma at 26 weeks,1
36 plasma at 39 weeks,1
36 plasma at 52 weeks,1
37 plasma at -8 weeks,1
37 plasma at 0 weeks,1
37 plasma at 4 weeks,1
37 plasma at 13 weeks,1
37 plasma at 26 weeks,1
37 plasma at 39 weeks,1
37 plasma at 52 weeks,1
38 plasma at -8 weeks,1
38 plasma at 0 weeks,1
38 plasma at 4 weeks,1
38 plasma at 13 weeks,1
38 plasma at 26 weeks,1
38 plasma at 39 weeks,1
38 plasma at 52 weeks,1
39 plasma at -8 weeks,1
39 plasma at 0 weeks,1
39 plasma at 4 weeks,1
39 plasma at 13 weeks,1
39 plasma at 26 weeks,1
39 plasma at 39 weeks,1
39 plasma at 52 weeks,1
40 plasma at -8 weeks,1
40 plasma at 0 weeks,1
40 plasma at 4 weeks,1
40 plasma at 13 weeks,1
40 plasma at 26 weeks,1
40 plasma at 39 weeks,1
40 plasma at 52 weeks,1
41 plasma at -8 weeks,1
41 plasma at 0 weeks,1
41 plasma at 4 weeks,1
41 plasma at 13 weeks,1
41 plasma at 26 weeks,1
41 plasma at 39 weeks,1
41 plasma at 52 weeks,1
42 plasma at -8 weeks,1
42 plasma at 0 weeks,1
42 plasma at 4 weeks,1
42 plasma at 13 weeks,1
42 plasma at 39 weeks,1
42 plasma at 52 weeks,1
42 plasma at 26 weeks,1
43 plasma at -8 weeks,1
43 plasma at 0 weeks,1
43 plasma at 4 weeks,1
43 plasma at 13 weeks,1
43 plasma at 26 weeks,1
43 plasma at 39 weeks,1
43 plasma at 52 weeks,1
44 plasma at 0 weeks,1
44 plasma at 4 weeks,1
44 plasma at 13 weeks,1
44 plasma at 26 weeks,1
44 plasma at 39 weeks,1
44 plasma at 52 weeks,1
45 plasma at -8 weeks,1
45 plasma at 0 weeks,1
45 plasma at 4 weeks,1
45 plasma at 13 weeks,1
45 plasma at 26 weeks,1
45 plasma at 39 weeks,1
45 plasma at 52 weeks,1
46 plasma at -8 weeks,1
46 plasma at 0 weeks,1
46 plasma at 4 weeks,1
46 plasma at 13 weeks,1
46 plasma at 26 weeks,1
46 plasma at 39 weeks,1
46 plasma at 52 weeks,1
47 plasma at -8 weeks,1
47 plasma at 0 weeks,1
47 plasma at 4 weeks,1
47 plasma at 13 weeks,1
47 plasma at 26 weeks,1
47 plasma at 39 weeks,1
47 plasma at 52 weeks,1
48 plasma at -8 weeks,1
48 plasma at 0 weeks,1
48 plasma at 4 weeks,1
48 plasma at 13 weeks,1
48 plasma at 26 weeks,1
48 plasma at 39 weeks,1
48 plasma at 52 weeks,1
49 plasma at -8 weeks,1
49 plasma at 0 weeks,1
50 plasma at -8 weeks,1
50 plasma at 0 weeks,1
51 plasma at -8 weeks,1
51 plasma at 0 weeks,1
52 plasma at -8 weeks,1
52 plasma at 0 weeks,1
52 plasma at 4 weeks,1
52 plasma at 13 weeks,1
52 plasma at 26 weeks,1
52 plasma at 39 weeks,1
52 plasma at 52 weeks,1
53 plasma at -8 weeks,1
53 plasma at 0 weeks,1
54 plasma at -8 weeks,1
54 plasma at 0 weeks,1
57 plasma at -8 weeks,1
57 plasma at 0 weeks,1
57 plasma at 4 weeks,1
57 plasma at 13 weeks,1
57 plasma at 26 weeks,1
57 plasma at 39 weeks,1
57 plasma at 52 weeks,1
58 plasma at -8 weeks,1
58 plasma at 0 weeks,1
58 plasma at 4 weeks,1
58 plasma at 13 weeks,1
58 plasma at 26 weeks,1
58 plasma at 39 weeks,1
58 plasma at 52 weeks,1
F1 plasma at not applicable weeks,1
F2 plasma at not applicable weeks,1
F3 plasma at not applicable weeks,1
M1 plasma at not applicable weeks,1
M2 plasma at not applicable weeks,1
M3 plasma at not applicable weeks,1
Proteometools,1
PXD004939-Sample-1,1
PXD004939-Sample-2,1
PXD004939-Sample-3,1
PXD004939-Sample-4,1
PXD004939-Sample-5,1
PXD004939-Sample-6,1
PXD004939-Sample-7,1
PXD004939-Sample-8,1
PXD004939-Sample-9,1
mixed_0 brain,1
mixed_1 brain,1
mixed_2 brain,1
mixed_3 brain,1
mixed_4 brain,1
mixed_5 brain,1
mixed_6 brain,1
"HSB118 brain, AMY",1
"HSB118 brain, CBC",1
"HSB118 brain, DFC",1
"HSB118 brain, HIP",1
"HSB118 brain, MD",1
"HSB118 brain, STR",1
"HSB118 brain, V1C",1
"HSB119 brain, AMY",1
"HSB121 brain, AMY",1
"HSB122 brain, AMY",1
"HSB122 brain, CBC",1
"HSB122 brain, DFC",1
"HSB122 brain, HIP",1
"HSB122 brain, MD",1
"HSB122 brain, STR",1
"HSB122 brain, V1C",1
"HSB123 brain, AMY",1
"HSB123 brain, CBC",1
"HSB123 brain, DFC",1
"HSB123 brain, HIP",1
"HSB123 brain, STR",1
"HSB123 brain, V1C",1
"HSB126 brain, AMY",1
"HSB126 brain, CBC",1
"HSB126 brain, DFC",1
"HSB126 brain, HIP",1
"HSB126 brain, MD",1
"HSB126 brain, STR",1
"HSB126 brain, V1C",1
"HSB127 brain, CBC",1
"HSB127 brain, DFC",1
"HSB127 brain, HIP",1
"HSB127 brain, MD",1
"HSB127 brain, STR",1
"HSB127 brain, V1C",1
"HSB135 brain, AMY",1
"HSB135 brain, CBC",1
"HSB135 brain, DFC",1
"HSB135 brain, HIP",1
"HSB135 brain, MD",1
"HSB135 brain, STR",1
"HSB135 brain, V1C",1
"HSB136 brain, AMY",1
"HSB136 brain, CBC",1
