value,count
NT=Q Exactive Plus;AC=MS:1002723,1
NT=Q Exactive Plus;AC=MS:1002724,1
NT=Q Exactive Plus;AC=MS:1002725,1
NT=Q Exactive Plus;AC=MS:1002726,1
NT=Q Exactive Plus;AC=MS:1002727,1
NT=Q Exactive Plus;AC=MS:1002728,1
NT=Q Exactive Plus;AC=MS:1002729,1
NT=Q Exactive Plus;AC=MS:1002730,1
NT=Q Exactive Plus;AC=MS:1002731,1
NT=Q Exactive Plus;AC=MS:1002732,1
NT=Q Exactive Plus;AC=MS:1002733,1
NT=Q Exactive Plus;AC=MS:1002734,1
NT=Q Exactive Plus;AC=MS:1002735,1
NT=Q Exactive Plus;AC=MS:1002736,1
NT=Q Exactive Plus;AC=MS:1002737,1
NT=Q Exactive Plus;AC=MS:1002738,1
NT=Q Exactive Plus;AC=MS:1002739,1
NT=Q Exactive Plus;AC=MS:1002740,1
NT=Q Exactive Plus;AC=MS:1002741,1
NT=Q Exactive Plus;AC=MS:1002742,1
NT=Q Exactive Plus;AC=MS:1002743,1
NT=Orbitrap Fusion Lumos,1
AC=MS:1000639;NT=LTQ Orbitrap XL ETD,1
AC=MS:1002877; NT=Q Exactive HF-X,1
NT=Q Exactive HF;AC=MS:1002524,1
NT=Q Exactive HF;AC=MS:1002525,1
NT=Q Exactive HF;AC=MS:1002526,1
NT=Q Exactive HF;AC=MS:1002527,1
NT=Q Exactive HF;AC=MS:1002528,1
NT=Q Exactive HF;AC=MS:1002529,1
NT=Q Exactive HF;AC=MS:1002530,1
NT=Q Exactive HF;AC=MS:1002531,1
NT=Q Exactive HF;AC=MS:1002532,1
NT=Q Exactive HF;AC=MS:1002533,1
NT=Q Exactive HF;AC=MS:1002534,1
NT=Q Exactive HF;AC=MS:1002535,1
NT=Q Exactive HF;AC=MS:1002536,1
NT=Q Exactive HF;AC=MS:1002537,1
NT=Q Exactive HF;AC=MS:1002538,1
NT=Q Exactive HF;AC=MS:1002539,1
NT=Q Exactive HF;AC=MS:1002540,1
NT=Q Exactive HF;AC=MS:1002541,1
NT=Q Exactive HF;AC=MS:1002542,1
NT=Q Exactive HF;AC=MS:1002543,1
NT=Q Exactive HF;AC=MS:1002544,1
NT=Q Exactive HF;AC=MS:1002545,1
NT=Q Exactive HF;AC=MS:1002546,1
NT=Q Exactive HF;AC=MS:1002547,1
NT=Q Exactive HF;AC=MS:1002548,1
NT=Q Exactive HF;AC=MS:1002549,1
NT=Q Exactive HF;AC=MS:1002550,1
NT=Q Exactive HF;AC=MS:1002551,1
NT=Q Exactive HF;AC=MS:1002552,1
NT=Q Exactive HF;AC=MS:1002553,1
NT=Q Exactive HF;AC=MS:1002554,1
NT=Q Exactive HF;AC=MS:1002555,1
NT=Q Exactive HF;AC=MS:1002556,1
NT=Q Exactive HF;AC=MS:1002557,1
NT=Q Exactive HF;AC=MS:1002558,1
NT=Q Exactive HF;AC=MS:1002559,1
NT=Q Exactive HF;AC=MS:1002560,1
NT=Q Exactive HF;AC=MS:1002561,1
NT=Q Exactive HF;AC=MS:1002562,1
NT=Q Exactive HF;AC=MS:1002563,1
NT=Q Exactive HF;AC=MS:1002564,1
NT=Q Exactive HF;AC=MS:1002565,1
NT=Q Exactive HF;AC=MS:1002566,1
NT=Q Exactive HF;AC=MS:1002567,1
NT=Q Exactive HF;AC=MS:1002568,1
NT=Q Exactive HF;AC=MS:1002569,1
NT=Q Exactive HF;AC=MS:1002570,1
NT=Q Exactive HF;AC=MS:1002571,1
NT=Q Exactive HF;AC=MS:1002572,1
NT=Q Exactive HF;AC=MS:1002573,1
NT=Q Exactive HF;AC=MS:1002574,1
NT=Q Exactive HF;AC=MS:1002575,1
NT=Q Exactive HF;AC=MS:1002576,1
NT=Q Exactive HF;AC=MS:1002577,1
NT=Q Exactive HF;AC=MS:1002578,1
NT=Q Exactive HF;AC=MS:1002579,1
NT=Q Exactive HF;AC=MS:1002580,1
NT=Q Exactive HF;AC=MS:1002581,1
NT=Q Exactive HF;AC=MS:1002582,1
NT=Q Exactive HF;AC=MS:1002583,1
NT=Q Exactive HF;AC=MS:1002584,1
NT=Q Exactive HF;AC=MS:1002585,1
NT=Q Exactive HF;AC=MS:1002586,1
NT=Q Exactive HF;AC=MS:1002587,1
NT=Q Exactive HF;AC=MS:1002588,1
NT=Q Exactive HF;AC=MS:1002589,1
NT=Q Exactive HF;AC=MS:1002590,1
NT=Q Exactive HF;AC=MS:1002591,1
NT=Q Exactive HF;AC=MS:1002592,1
NT=Q Exactive HF;AC=MS:1002593,1
NT=Q Exactive HF;AC=MS:1002594,1
NT=Q Exactive HF;AC=MS:1002595,1
NT=Q Exactive HF;AC=MS:1002596,1
NT=Q Exactive HF;AC=MS:1002597,1
NT=Q Exactive HF;AC=MS:1002598,1
NT=Q Exactive HF;AC=MS:1002599,1
NT=Q Exactive HF;AC=MS:1002600,1
NT=Q Exactive HF;AC=MS:1002601,1
NT=Q Exactive HF;AC=MS:1002602,1
NT=Q Exactive HF;AC=MS:1002603,1
NT=Q Exactive HF;AC=MS:1002604,1
NT=Q Exactive HF;AC=MS:1002605,1
NT=Q Exactive HF;AC=MS:1002606,1
NT=Q Exactive HF;AC=MS:1002607,1
NT=Q Exactive HF;AC=MS:1002608,1
NT=Q Exactive HF;AC=MS:1002609,1
NT=Q Exactive HF;AC=MS:1002610,1
NT=Q Exactive HF;AC=MS:1002611,1
NT=Q Exactive HF;AC=MS:1002612,1
NT=Q Exactive HF;AC=MS:1002613,1
NT=Q Exactive HF;AC=MS:1002614,1
NT=Q Exactive HF;AC=MS:1002615,1
NT=Q Exactive HF;AC=MS:1002616,1
NT=Q Exactive HF;AC=MS:1002617,1
NT=Q Exactive HF;AC=MS:1002618,1
NT=Q Exactive HF;AC=MS:1002619,1
NT=Q Exactive HF;AC=MS:1002620,1
NT=Q Exactive HF;AC=MS:1002621,1
NT=Q Exactive HF;AC=MS:1002622,1
NT=Q Exactive HF;AC=MS:1002623,1
NT=Q Exactive HF;AC=MS:1002624,1
NT=Q Exactive HF;AC=MS:1002625,1
NT=Q Exactive HF;AC=MS:1002626,1
NT=Q Exactive HF;AC=MS:1002627,1
NT=Q Exactive HF;AC=MS:1002628,1
NT=Q Exactive HF;AC=MS:1002629,1
NT=Q Exactive HF;AC=MS:1002630,1
NT=Q Exactive HF;AC=MS:1002631,1
NT=Q Exactive HF;AC=MS:1002632,1
NT=Q Exactive HF;AC=MS:1002633,1
NT=Q Exactive HF;AC=MS:1002634,1
NT=Q Exactive HF;AC=MS:1002635,1
NT=Q Exactive HF;AC=MS:1002636,1
NT=Q Exactive HF;AC=MS:1002637,1
NT=Q Exactive HF;AC=MS:1002638,1
NT=Q Exactive HF;AC=MS:1002639,1
NT=Q Exactive HF;AC=MS:1002640,1
NT=Q Exactive HF;AC=MS:1002641,1
NT=Q Exactive HF;AC=MS:1002642,1
NT=Q Exactive HF;AC=MS:1002643,1
NT=Q Exactive HF;AC=MS:1002644,1
NT=Q Exactive HF;AC=MS:1002645,1
NT=Q Exactive HF;AC=MS:1002646,1
NT=Q Exactive HF;AC=MS:1002647,1
NT=Q Exactive HF;AC=MS:1002648,1
NT=Q Exactive HF;AC=MS:1002649,1
NT=Q Exactive HF;AC=MS:1002650,1
NT=Q Exactive HF;AC=MS:1002651,1
NT=Q Exactive HF;AC=MS:1002652,1
NT=Q Exactive HF;AC=MS:1002653,1
NT=Q Exactive HF;AC=MS:1002654,1
NT=Q Exactive HF;AC=MS:1002655,1
NT=Q Exactive HF;AC=MS:1002656,1
NT=Q Exactive HF;AC=MS:1002657,1
NT=Q Exactive HF;AC=MS:1002658,1
NT=Q Exactive HF;AC=MS:1002659,1
NT=Q Exactive HF;AC=MS:1002660,1
NT=Q Exactive HF;AC=MS:1002661,1
NT=Q Exactive HF;AC=MS:1002662,1
NT=Q Exactive HF;AC=MS:1002663,1
NT=Q Exactive HF;AC=MS:1002664,1
NT=Q Exactive HF;AC=MS:1002665,1
NT=Q Exactive HF;AC=MS:1002666,1
NT=Q Exactive HF;AC=MS:1002667,1
NT=Q Exactive HF;AC=MS:1002668,1
NT=Q Exactive HF;AC=MS:1002669,1
NT=Q Exactive HF;AC=MS:1002670,1
NT=Q Exactive HF;AC=MS:1002671,1
NT=Q Exactive HF;AC=MS:1002672,1
NT=Q Exactive HF;AC=MS:1002673,1
NT=Q Exactive HF;AC=MS:1002674,1
NT=Q Exactive HF;AC=MS:1002675,1
NT=Q Exactive HF;AC=MS:1002676,1
NT=Q Exactive HF;AC=MS:1002677,1
NT=Q Exactive HF;AC=MS:1002678,1
NT=Q Exactive HF;AC=MS:1002679,1
NT=Q Exactive HF;AC=MS:1002680,1
NT=Q Exactive HF;AC=MS:1002681,1
NT=Q Exactive HF;AC=MS:1002682,1
NT=Q Exactive HF;AC=MS:1002683,1
NT=Q Exactive HF;AC=MS:1002684,1
NT=Q Exactive HF;AC=MS:1002685,1
NT=Q Exactive HF;AC=MS:1002686,1
NT=Q Exactive HF;AC=MS:1002687,1
NT=Q Exactive HF;AC=MS:1002688,1
NT=Q Exactive HF;AC=MS:1002689,1
NT=Q Exactive HF;AC=MS:1002690,1
NT=Q Exactive HF;AC=MS:1002691,1
NT=Q Exactive HF;AC=MS:1002692,1
NT=Q Exactive HF;AC=MS:1002693,1
NT=Q Exactive HF;AC=MS:1002694,1
NT=Q Exactive HF;AC=MS:1002695,1
NT=Q Exactive HF;AC=MS:1002696,1
NT=Q Exactive HF;AC=MS:1002697,1
NT=Q Exactive HF;AC=MS:1002698,1
NT=Q Exactive HF;AC=MS:1002699,1
NT=Q Exactive HF;AC=MS:1002700,1
NT=Q Exactive HF;AC=MS:1002701,1
NT=Q Exactive HF;AC=MS:1002702,1
NT=Q Exactive HF;AC=MS:1002703,1
NT=Q Exactive HF;AC=MS:1002704,1
NT=Q Exactive HF;AC=MS:1002705,1
NT=Q Exactive HF;AC=MS:1002706,1
NT=Q Exactive HF;AC=MS:1002707,1
NT=Q Exactive HF;AC=MS:1002708,1
NT=Q Exactive HF;AC=MS:1002709,1
NT=Q Exactive HF;AC=MS:1002710,1
NT=Q Exactive HF;AC=MS:1002711,1
NT=Q Exactive HF;AC=MS:1002712,1
NT=Q Exactive HF;AC=MS:1002713,1
NT=Q Exactive HF;AC=MS:1002714,1
NT=Q Exactive HF;AC=MS:1002715,1
NT=Q Exactive HF;AC=MS:1002716,1
NT=Q Exactive HF;AC=MS:1002717,1
NT=Q Exactive HF;AC=MS:1002718,1
NT=Q Exactive HF;AC=MS:1002719,1
NT=Q Exactive HF;AC=MS:1002720,1
AC=MS:1000484;NT=orbitrap,1
NT= Q Exactive Plus;AC=MS:1002634,1
NT=Orbitrap Exploris 480;AC=MS:1003028,1
AC=MS:1000447;NT=LTQ,1
